Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Bentleigh East,4 Wingate St,4,h,1472500,S,hockingstuart,28-08-2016,13.9,3165,4,2,2,592,219,2013,Glen Eira,-37.9351,145.0572,Southern Metropolitan,10969
Bentleigh East,25 Anarth St,2,h,640000,PI,hockingstuart,30-07-2016,13.9,3165,2,2,2,298,118,2005,Glen Eira,-37.908,145.0716,Southern Metropolitan,10969
Bentleigh East,115 Bignell Rd,2,h,1160000,S,Buxton,30-07-2016,13.9,3165,2,1,2,750,93.05,0,Glen Eira,-37.9325,145.0694,Southern Metropolitan,10969
Bentleigh East,12 John St,4,h,1306000,S,Buxton,30-07-2016,13.9,3165,3,2,1,651,93.05,0,Glen Eira,-37.919,145.0558,Southern Metropolitan,10969
Bentleigh East,41 Mawby Rd,3,h,1291000,S,hockingstuart,30-07-2016,13.9,3165,3,1,2,635,93.05,0,Glen Eira,-37.9291,145.0538,Southern Metropolitan,10969
Box Hill,32 Margaret St,4,h,1620000,S,hockingstuart,03-09-2016,13.1,3128,4,2,2,697,255,1940,Whitehorse,-37.8151,145.135,Eastern Metropolitan,4605
Box Hill,6/29 Barkly St,2,u,645000,S,McGrath,04-03-2017,13.1,3128,2,1,1,140,81,1965,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605
Box Hill,1/1 Cherryhinton St,2,u,790000,S,Noel,04-03-2017,13.1,3128,2,1,1,195,93.05,0,Whitehorse,-37.826,145.129,Eastern Metropolitan,4605
Box Hill,4/425 Station St,4,h,880000,S,Ray,04-03-2017,13.1,3128,4,2,2,206,93.05,2003,Whitehorse,-37.828,145.1215,Eastern Metropolitan,4605
Box Hill,18 Glenmore St,4,h,1560000,PI,Jellis,10-09-2016,13.1,3128,3,2,3,729,167,1905,Whitehorse,-37.8233,145.1267,Eastern Metropolitan,4605
Box Hill,3 Alexander St,3,h,1715000,SP,Marshall,10-12-2016,13.1,3128,3,2,2,458,170,1950,Whitehorse,-37.8257,145.1216,Eastern Metropolitan,4605
Box Hill,21 Barkly St,3,h,1200000,SP,Marshall,10-12-2016,13.1,3128,3,1,2,550,110,1950,Whitehorse,-37.8275,145.1298,Eastern Metropolitan,4605
Box Hill,17 Combarton St,3,h,1760000,S,Fletchers,10-12-2016,13.1,3128,3,1,0,741,151,1910,Whitehorse,-37.8258,145.1246,Eastern Metropolitan,4605
Box Hill,1/7 Glenmore St,1,u,288000,SP,hockingstuart,12-06-2016,13.1,3128,1,1,1,774,93.05,1970,Whitehorse,-37.8241,145.1262,Eastern Metropolitan,4605
Box Hill,15 Davey St,3,h,948000,S,Ray,12-11-2016,13.1,3128,3,1,2,384,108,1950,Whitehorse,-37.8167,145.1373,Eastern Metropolitan,4605
Box Hill,89 Thames St,4,h,2770000,S,Lindellas,12-11-2016,13.1,3128,4,1,2,715,93.05,1950,Whitehorse,-37.8135,145.1218,Eastern Metropolitan,4605
Box Hill,19 Wavell St,3,h,1412000,S,Noel,12-11-2016,13.1,3128,3,1,1,590,93.05,0,Whitehorse,-37.8274,145.1274,Eastern Metropolitan,4605
Box Hill,31/41 Harrow St,2,u,465000,S,Ray,13-08-2016,13.1,3128,2,2,1,0,65,2010,Whitehorse,-37.8216,145.127,Eastern Metropolitan,4605
Box Hill,1/14 Barkly St,4,t,975000,VB,Lindellas,15-10-2016,13.1,3128,4,2,2,299,158,2008,Whitehorse,-37.8282,145.1301,Eastern Metropolitan,4605
Box Hill,23 Bass St,3,h,1325000,S,Lindellas,15-10-2016,13.1,3128,3,1,1,702,134,1950,Whitehorse,-37.827,145.1209,Eastern Metropolitan,4605
Box Hill,3/14 Bedford St,3,t,750000,S,Jellis,15-10-2016,13.1,3128,3,2,1,150,3,2000,Whitehorse,-37.8287,145.1319,Eastern Metropolitan,4605
Box Hill,5 Wavell St,3,h,1400000,S,hockingstuart,15-10-2016,13.1,3128,3,2,1,643,159,1940,Whitehorse,-37.8285,145.1272,Eastern Metropolitan,4605
Box Hill,22 William St,3,h,1500000,SP,Ray,15-10-2016,13.1,3128,3,1,2,664,106,1930,Whitehorse,-37.8235,145.1276,Eastern Metropolitan,4605
Box Hill,55 Albion Rd,4,h,1600000,S,Fletchers,16-04-2016,13.1,3128,4,2,1,692,195,1890,Whitehorse,-37.8247,145.1281,Eastern Metropolitan,4605
Box Hill,126 Carrington Rd,2,u,616000,S,Philip,16-07-2016,13.1,3128,3,1,1,155,93.05,0,Whitehorse,-37.8193,145.1149,Eastern Metropolitan,4605
Box Hill,54 Watts St,4,h,1661000,S,Noel,16-07-2016,13.1,3128,4,2,2,729,93.05,0,Whitehorse,-37.8143,145.1262,Eastern Metropolitan,4605
Box Hill,12 Barcelona St,4,h,1461400,S,Allens,17-09-2016,13.1,3128,3,2,2,780,235,1927,Whitehorse,-37.8244,145.1319,Eastern Metropolitan,4605
Box Hill,2/4 Collins St,3,u,775000,S,Fletchers,17-09-2016,13.1,3128,3,1,1,211,108,1980,Whitehorse,-37.8275,145.1232,Eastern Metropolitan,4605
Box Hill,12 Pendle St,4,h,1506000,S,hockingstuart,17-09-2016,13.1,3128,4,2,3,669,93.05,0,Whitehorse,-37.818,145.1354,Eastern Metropolitan,4605
Box Hill,33 Pendle St,4,h,1670000,S,Noel,17-09-2016,13.1,3128,4,4,4,707,162,1926,Whitehorse,-37.8166,145.1354,Eastern Metropolitan,4605
Box Hill,7/12 Oxford St,1,u,340000,SP,Lindellas,18-03-2017,13.1,3128,1,1,1,29,93.05,0,Whitehorse,-37.8215,145.1214,Eastern Metropolitan,4605
Box Hill,6 Archibald St,3,h,4000000,VB,Lindellas,18-06-2016,13.1,3128,3,1,2,763,120,1945,Whitehorse,-37.8166,145.1215,Eastern Metropolitan,4605
Box Hill,19 Kent Rd,3,h,928000,S,Lindellas,18-06-2016,13.1,3128,3,1,1,307,106,1890,Whitehorse,-37.8247,145.1206,Eastern Metropolitan,4605
Box Hill,2/20 Simpsons Rd,2,u,761000,S,Marshall,18-06-2016,13.1,3128,2,2,1,176,93.05,2000,Whitehorse,-37.8171,145.1343,Eastern Metropolitan,4605
Box Hill,3/8 Ashted Rd,2,u,636000,S,Philip,19-11-2016,13.1,3128,2,1,1,151,82,1970,Whitehorse,-37.8234,145.1235,Eastern Metropolitan,4605
Box Hill,6 Bass St,4,h,1625000,S,Noel,19-11-2016,13.1,3128,4,2,2,620,93.05,1912,Whitehorse,-37.8279,145.121,Eastern Metropolitan,4605
Box Hill,10 Cunningham St,4,h,1430000,S,Noel,19-11-2016,13.1,3128,4,2,0,585,93.05,0,Whitehorse,-37.8273,145.1289,Eastern Metropolitan,4605
Box Hill,1 Maple St,3,h,836000,S,Jellis,19-11-2016,13.1,3128,3,1,2,228,93.05,2005,Whitehorse,-37.8261,145.1281,Eastern Metropolitan,4605
Box Hill,3/5 Kent Rd,2,u,400000,VB,Ray,23-04-2016,13.1,3128,2,1,1,0,93.05,0,Whitehorse,-37.8248,145.1215,Eastern Metropolitan,4605
Box Hill,5 Patricia St,3,h,1170000,S,Ray,23-04-2016,13.1,3128,3,1,1,755,95,1920,Whitehorse,-37.8264,145.1248,Eastern Metropolitan,4605
Box Hill,14 Collins St,4,h,1670000,S,Marshall,25-02-2017,13.1,3128,4,2,2,590,231,1924,Whitehorse,-37.8274,145.1242,Eastern Metropolitan,4605
Box Hill,47 Albion Rd,3,h,1351000,S,Jellis,28-05-2016,13.1,3128,3,1,2,662,93.05,0,Whitehorse,-37.8246,145.1269,Eastern Metropolitan,4605
Box Hill,837 Canterbury Rd,3,h,857000,S,Fletchers,28-05-2016,13.1,3128,4,1,1,492,119,1930,Whitehorse,-37.8283,145.1195,Eastern Metropolitan,4605
Box Hill,2/38 Margaret St,3,t,822500,S,Noel,28-05-2016,13.1,3128,3,2,1,238,130,2000,Whitehorse,-37.8154,145.1355,Eastern Metropolitan,4605
Box Hill,2/30 Barkly St,2,u,560000,S,Stockdale,28-08-2016,13.1,3128,2,1,1,153,93.05,1970,Whitehorse,-37.8269,145.1305,Eastern Metropolitan,4605
Box Hill,1/14 Alexander St,2,u,420000,VB,Jellis,30-07-2016,13.1,3128,2,1,1,0,93.05,1970,Whitehorse,-37.8253,145.1205,Eastern Metropolitan,4605
Braybrook,132 Duke St,3,h,870000,S,Barry,03-09-2016,10.8,3019,3,2,4,700,93.05,0,Maribyrnong,-37.7824,144.8469,Western Metropolitan,3589
Braybrook,25 Lily St,2,h,645000,S,Barry,03-09-2016,10.8,3019,2,1,1,566,75,1950,Maribyrnong,-37.7839,144.8524,Western Metropolitan,3589
Braybrook,1/3 Vine St,3,t,502000,SP,Sweeney,04-03-2017,10.8,3019,3,1,1,220,106,2011,Maribyrnong,-37.785,144.8561,Western Metropolitan,3589
Braybrook,2/10 Skewes St,3,u,495000,S,Bells,04-06-2016,10.8,3019,3,2,1,327,124,2006,Maribyrnong,-37.7851,144.8517,Western Metropolitan,3589
Braybrook,40 Carlton St,3,h,660000,S,Sweeney,07-11-2016,10.8,3019,3,1,0,580,93.05,0,Maribyrnong,-37.7804,144.8481,Western Metropolitan,3589
Braybrook,144 Duke St,2,h,868000,S,Bells,07-11-2016,10.8,3019,2,1,4,749,77,1950,Maribyrnong,-37.7814,144.847,Western Metropolitan,3589
Braybrook,80 South Rd,4,h,645000,SP,Biggin,07-11-2016,10.8,3019,4,2,1,283,154,1990,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589
Braybrook,3 Cross St,3,h,652000,S,Barry,08-10-2016,10.8,3019,3,2,1,216,145,2010,Maribyrnong,-37.7865,144.8605,Western Metropolitan,3589
Braybrook,2 Riley Ct,4,h,850000,SA,Sweeney,08-10-2016,10.8,3019,4,2,2,606,240,2002,Maribyrnong,-37.788,144.862,Western Metropolitan,3589
Braybrook,19 Hughes St,3,h,570500,S,Trimson,10-12-2016,10.8,3019,3,1,1,471,93.05,1960,Maribyrnong,-37.7924,144.8523,Western Metropolitan,3589
Braybrook,21 Hughes St,3,h,575000,S,Trimson,10-12-2016,10.8,3019,3,1,3,559,98,1955,Maribyrnong,-37.7923,144.852,Western Metropolitan,3589
Braybrook,19 Kannan Bvd,4,h,882000,S,Village,10-12-2016,10.8,3019,4,2,2,393,216,2008,Maribyrnong,-37.7763,144.8543,Western Metropolitan,3589
Braybrook,20 Balmoral St,3,h,730000,S,Barry,11-03-2017,10.8,3019,3,2,2,544,135,1970,Maribyrnong,-37.7815,144.855,Western Metropolitan,3589
Braybrook,1 Menzies St,2,h,670000,S,Douglas,13-08-2016,10.8,3019,2,1,2,551,93.05,0,Maribyrnong,-37.7825,144.8545,Western Metropolitan,3589
Braybrook,11 Howell Pl,3,h,585000,S,Barry,14-05-2016,10.8,3019,3,2,2,631,93.05,0,Maribyrnong,-37.7934,144.8467,Western Metropolitan,3589
Braybrook,160 Duke St,2,h,826000,S,Sweeney,16-07-2016,10.8,3019,2,1,2,667,93.05,1950,Maribyrnong,-37.7799,144.8473,Western Metropolitan,3589
Braybrook,80 South Rd,4,h,610000,VB,Biggin,17-09-2016,10.8,3019,4,2,1,283,154,1990,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589
Braybrook,13 Wilson St,3,h,696000,S,YPA,18-03-2017,10.8,3019,3,1,0,557,90,1960,Maribyrnong,-37.7899,144.8515,Western Metropolitan,3589
Braybrook,1 Arthur St,2,h,660000,S,Barry,19-11-2016,10.8,3019,2,1,1,599,93.05,1960,Maribyrnong,-37.7908,144.8522,Western Metropolitan,3589
Braybrook,2B Bradford Ct,3,t,579000,S,Sweeney,19-11-2016,10.8,3019,3,2,1,198,144,2013,Maribyrnong,-37.7827,144.8625,Western Metropolitan,3589
Braybrook,33 Joy St,4,h,856500,S,Sweeney,19-11-2016,10.8,3019,4,2,2,599,93.05,2008,Maribyrnong,-37.7896,144.8559,Western Metropolitan,3589
Braybrook,6 Dedrick Gr,3,h,510000,SP,Sweeney,22-08-2016,10.8,3019,3,1,2,587,93.05,0,Maribyrnong,-37.7843,144.8472,Western Metropolitan,3589
Braybrook,1 Moama St,3,h,765000,S,GL,25-02-2017,10.8,3019,3,1,1,658,105,1960,Maribyrnong,-37.7905,144.8485,Western Metropolitan,3589
Braybrook,11/1 Windsor St,2,t,475000,S,Barry,25-02-2017,10.8,3019,2,1,1,115,104,1980,Maribyrnong,-37.7948,144.854,Western Metropolitan,3589
Braybrook,25 Errol St,4,h,550000,S,Barry,26-07-2016,10.8,3019,4,2,1,288,160,2000,Maribyrnong,-37.7775,144.855,Western Metropolitan,3589
Braybrook,40 Errol St,3,t,505000,PI,Nelson,27-06-2016,10.8,3019,3,2,2,4931,93.05,0,Maribyrnong,-37.7761,144.8557,Western Metropolitan,3589
Braybrook,11/27 Marnoo St,3,h,495000,S,Burnham,27-06-2016,10.8,3019,3,1,1,158,138,2005,Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589
Braybrook,29 Hampden St,3,h,680000,S,Barry,27-11-2016,10.8,3019,3,1,1,565,93.05,0,Maribyrnong,-37.7885,144.859,Western Metropolitan,3589
Braybrook,14 Rose St,3,h,565000,S,Nelson,27-11-2016,10.8,3019,3,2,1,566,78,1970,Maribyrnong,-37.7844,144.8523,Western Metropolitan,3589
Braybrook,14 Kenross Ct,3,h,697500,S,Sweeney,28-08-2016,10.8,3019,3,2,1,531,93.05,0,Maribyrnong,-37.7929,144.8462,Western Metropolitan,3589
Brighton,802 Hampton St,3,h,1550000,VB,Buxton,03-09-2016,11.2,3186,3,2,2,663,93.05,1940,Bayside,-37.9159,145.0068,Southern Metropolitan,10579
Brighton,18 Rooding St,3,h,1635000,S,Buxton,03-09-2016,11.2,3186,3,1,2,366,156,1920,Bayside,-37.9038,145.0001,Southern Metropolitan,10579
Brighton,152A Cochrane St,4,h,1830000,S,Hodges,03-12-2016,11.2,3186,4,2,2,436,93.05,0,Bayside,-37.8927,145.0005,Southern Metropolitan,10579
Brighton,17 McCallum St,4,h,3695000,S,Marshall,03-12-2016,11.2,3186,4,3,2,836,284,1960,Bayside,-37.9071,144.9898,Southern Metropolitan,10579
Brighton,2/26 Pearson St,2,u,536000,SP,Hodges,03-12-2016,11.2,3186,2,1,2,0,70,1970,Bayside,-37.9081,145.0043,Southern Metropolitan,10579
Brighton,18 Victoria St,4,h,3700000,S,Marshall,03-12-2016,11.2,3186,4,3,2,742,247,1900,Bayside,-37.914,144.9878,Southern Metropolitan,10579
Brighton,20 Victoria St,4,h,3775000,S,Buxton,03-12-2016,11.2,3186,4,3,2,745,93.05,0,Bayside,-37.9139,144.9878,Southern Metropolitan,10579
Brighton,50 Well St,3,h,1975000,S,Buxton,03-12-2016,11.2,3186,3,1,2,432,122,1930,Bayside,-37.9172,144.996,Southern Metropolitan,10579
Brighton,1/137 Cole St,2,u,1300000,S,hockingstuart,04-03-2017,11.2,3186,2,2,1,244,93.05,2000,Bayside,-37.8954,145.0026,Southern Metropolitan,10579
Brighton,4/78 Dendy St,3,h,1390000,S,Tiernan's,04-03-2017,11.2,3186,3,1,2,340,137,1975,Bayside,-37.9205,145.0007,Southern Metropolitan,10579
Brighton,11 Foote St,4,h,4250000,S,Biggin,04-03-2017,11.2,3186,4,3,2,750,93.05,0,Bayside,-37.8966,144.993,Southern Metropolitan,10579
Brighton,133 Head St,4,h,2905000,S,Marshall,04-03-2017,11.2,3186,4,3,1,487,260,1905,Bayside,-37.8926,144.9991,Southern Metropolitan,10579
Brighton,1/112 Roslyn St,2,u,1300000,S,Nick,04-03-2017,11.2,3186,2,2,2,329,132,1940,Bayside,-37.9172,145.004,Southern Metropolitan,10579
Brighton,1/119 Roslyn St,3,t,1725000,PI,Buxton,04-03-2017,11.2,3186,3,2,2,411,225,1997,Bayside,-37.918,145.0035,Southern Metropolitan,10579
Brighton,15 Whyte St,3,h,2266000,S,Marshall,04-03-2017,11.2,3186,3,2,2,450,93.05,0,Bayside,-37.9243,144.9989,Southern Metropolitan,10579
Brighton,23 Albert St,4,h,2910000,S,Marshall,04-06-2016,11.2,3186,4,1,2,732,93.05,0,Bayside,-37.9136,144.9886,Southern Metropolitan,10579
Brighton,30 Barkly St,3,h,2100000,S,Buxton,04-06-2016,11.2,3186,3,2,2,463,209,1970,Bayside,-37.9082,144.9968,Southern Metropolitan,10579
Brighton,111 Carpenter St,6,h,2700000,S,Kay,04-06-2016,11.2,3186,6,3,3,0,93.05,0,Bayside,-37.9081,145.0015,Southern Metropolitan,10579
Brighton,3/78 William St,2,u,800000,S,Hodges,04-06-2016,11.2,3186,2,1,1,90,74,1960,Bayside,-37.9122,145.0038,Southern Metropolitan,10579
Brighton,1/97 Wilson St,3,t,1750000,S,Buxton,04-06-2016,11.2,3186,3,2,2,352,93.05,0,Bayside,-37.9139,145.0035,Southern Metropolitan,10579
Brighton,124 Cole St,4,h,1761000,S,Kay,06-08-2016,11.2,3186,4,2,3,615,135,1920,Bayside,-37.8956,145.0026,Southern Metropolitan,10579
Brighton,1a Mair St,3,h,2600000,S,Buxton,06-08-2016,11.2,3186,3,2,3,588,93.05,0,Bayside,-37.9287,144.992,Southern Metropolitan,10579
Brighton,24b Munro St,3,h,1302500,S,Nick,06-08-2016,11.2,3186,3,2,2,0,171,1993,Bayside,-37.9166,144.9942,Southern Metropolitan,10579
Brighton,17 New St,3,h,1900000,S,Marshall,06-08-2016,11.2,3186,3,0,0,0,93.05,0,Bayside,-37.9301,144.9935,Southern Metropolitan,10579
Brighton,74 Carpenter St,5,h,2750000,VB,Buxton,07-05-2016,11.2,3186,4,3,1,509,341,2005,Bayside,-37.9118,144.9984,Southern Metropolitan,10579
Brighton,4/149 Church St,2,u,892500,S,Nick,07-05-2016,11.2,3186,2,1,2,232,92,1970,Bayside,-37.9157,144.9973,Southern Metropolitan,10579
Brighton,120 Cole St,4,h,2145000,S,Buxton,07-05-2016,11.2,3186,3,2,1,550,197,1910,Bayside,-37.8954,145.0017,Southern Metropolitan,10579
Brighton,15 Hanby St,5,h,3171000,S,Biggin,07-05-2016,11.2,3186,4,2,2,710,340,2000,Bayside,-37.9241,145.0008,Southern Metropolitan,10579
Brighton,2 View Ct,2,h,1910000,S,Hodges,07-05-2016,11.2,3186,2,2,4,696,93.05,0,Bayside,-37.9249,144.9903,Southern Metropolitan,10579
Brighton,36a Warleigh Gr,3,t,1850000,SP,Buxton,07-05-2016,11.2,3186,3,2,2,0,93.05,0,Bayside,-37.9045,145.0043,Southern Metropolitan,10579
Brighton,1/5 Webb St,3,t,1067000,S,Kay,07-05-2016,11.2,3186,3,0,1,0,93.05,0,Bayside,-37.9119,144.9871,Southern Metropolitan,10579
Brighton,72 William St,3,h,1865000,VB,hockingstuart,07-05-2016,11.2,3186,3,2,2,295,93.05,0,Bayside,-37.9119,145.0037,Southern Metropolitan,10579
Brighton,105/103 Bay St,2,u,620000,S,Gary,07-11-2016,11.2,3186,2,2,1,0,74,2013,Bayside,-37.9042,144.9954,Southern Metropolitan,10579
Brighton,30a Rooding St,2,u,985000,PI,Marshall,07-11-2016,11.2,3186,2,1,1,611,93.05,0,Bayside,-37.9039,145.0009,Southern Metropolitan,10579
Brighton,2/422 St Kilda St,3,t,1475000,PI,Buxton,07-11-2016,11.2,3186,3,2,2,345,163,2000,Bayside,-37.8943,144.9907,Southern Metropolitan,10579
Brighton,5 Davie La,2,h,502000,S,Hodges,08-10-2016,11.2,3186,2,2,0,116,93.05,0,Bayside,-37.9252,145.0004,Southern Metropolitan,10579
Brighton,1/17 Tennyson St,2,u,700000,PI,RT,08-10-2016,11.2,3186,2,1,1,0,93.05,1952,Bayside,-37.9225,144.9891,Southern Metropolitan,10579
Brighton,15 Gould St,3,h,2400000,S,Marshall,10-09-2016,11.2,3186,3,2,2,835,93.05,1910,Bayside,-37.9225,144.991,Southern Metropolitan,10579
Brighton,2/42 Grosvenor St,2,u,590000,S,J,10-09-2016,11.2,3186,2,1,1,0,93.05,1950,Bayside,-37.9097,144.9914,Southern Metropolitan,10579
Brighton,1/10 Manor St,3,h,1650000,S,Nick,10-09-2016,11.2,3186,3,2,2,0,111,1980,Bayside,-37.9174,144.9895,Southern Metropolitan,10579
Brighton,176 Were St,5,h,1562500,PI,Buxton,10-09-2016,11.2,3186,5,2,2,655,202,1925,Bayside,-37.9264,145.0044,Southern Metropolitan,10579
Brighton,2 Campbell St,3,h,2050000,PI,hockingstuart,10-12-2016,11.2,3186,3,3,2,398,262,2012,Bayside,-37.899,144.9901,Southern Metropolitan,10579
Brighton,115 Dendy St,4,h,3180000,S,hockingstuart,10-12-2016,11.2,3186,4,3,6,454,93.05,0,Bayside,-37.9206,145.0051,Southern Metropolitan,10579
Brighton,640B Hampton St,2,t,960000,S,Hodges,10-12-2016,11.2,3186,2,1,2,363,93.05,0,Bayside,-37.9275,145.0046,Southern Metropolitan,10579
Brighton,73 Martin St,4,h,3320000,S,Buxton,10-12-2016,11.2,3186,4,3,2,644,364,2000,Bayside,-37.8964,144.9972,Southern Metropolitan,10579
Brighton,297 New St,4,h,2800000,PI,RT,10-12-2016,11.2,3186,4,3,3,596,93.05,0,Bayside,-37.9059,144.9927,Southern Metropolitan,10579
Brighton,3/24 South Rd,3,u,1602000,S,RT,10-12-2016,11.2,3186,3,2,2,328,93.05,0,Bayside,-37.9288,144.9954,Southern Metropolitan,10579
Brighton,6/4 Dudley St,2,u,1300000,PI,Greg,11-02-2017,11.2,3186,2,2,2,0,93.05,0,Bayside,-37.9012,144.9878,Southern Metropolitan,10579
Brighton,1/16 Black St,2,u,1100000,S,Buxton,12-11-2016,11.2,3186,2,1,2,0,85,1935,Bayside,-37.9131,144.995,Southern Metropolitan,10579
Brighton,5 Bridge St,3,h,1650000,S,Hodges,12-11-2016,11.2,3186,3,2,1,354,143,1910,Bayside,-37.8916,145.0017,Southern Metropolitan,10579
Brighton,11a Elm Gr,2,h,1102000,S,hockingstuart,12-11-2016,11.2,3186,2,1,2,318,93.05,0,Bayside,-37.9011,145.0011,Southern Metropolitan,10579
Brighton,8/42 Grosvenor St,2,u,575000,S,Buxton,12-11-2016,11.2,3186,2,1,1,0,93.05,0,Bayside,-37.9097,144.9914,Southern Metropolitan,10579
Brighton,28 Loller St,2,h,1570000,S,Buxton,12-11-2016,11.2,3186,2,1,0,352,111,1920,Bayside,-37.9154,145.001,Southern Metropolitan,10579
Brighton,2/5 Loller St,3,t,1411000,S,Buxton,12-11-2016,11.2,3186,3,2,2,0,93.05,2011,Bayside,-37.9144,145.0004,Southern Metropolitan,10579
Brighton,9 Sussex St,5,h,4700000,VB,Hodges,12-11-2016,11.2,3186,5,3,2,1073,221,0,Bayside,-37.918,144.9911,Southern Metropolitan,10579
Brighton,40 Whyte St,3,h,1785000,SP,Buxton,12-11-2016,11.2,3186,3,2,1,404,118,1953,Bayside,-37.9228,144.9996,Southern Metropolitan,10579
Brighton,44 William St,2,h,1550000,VB,Buxton,12-11-2016,11.2,3186,2,2,2,404,93.05,0,Bayside,-37.9104,145.002,Southern Metropolitan,10579
Brighton,7 Chavasse St,3,h,1875000,S,Hodges,13-08-2016,11.2,3186,3,2,2,275,170,1991,Bayside,-37.9153,144.9924,Southern Metropolitan,10579
Brighton,46 Head St,4,h,2400000,S,Hodges,13-08-2016,11.2,3186,4,2,2,640,93.05,0,Bayside,-37.892,144.9918,Southern Metropolitan,10579
Brighton,4/23 South Rd,3,u,1266000,S,Hodges,13-08-2016,11.2,3186,3,1,2,277,116,1950,Bayside,-37.9268,144.991,Southern Metropolitan,10579
Brighton,1/105 Cochrane St,3,u,826000,S,Biggin,14-05-2016,11.2,3186,3,1,2,119,93.05,0,Bayside,-37.8958,144.9994,Southern Metropolitan,10579
Brighton,97 Dendy St,5,h,2730000,S,Gary,14-05-2016,11.2,3186,5,3,2,895,423,1938,Bayside,-37.9204,145.0028,Southern Metropolitan,10579
Brighton,1/191 New St,2,u,900000,S,Nick,14-05-2016,11.2,3186,2,2,1,118,93.05,1970,Bayside,-37.914,144.9914,Southern Metropolitan,10579
Brighton,55 Whyte St,3,t,1962000,S,Marshall,14-05-2016,11.2,3186,3,2,2,323,93.05,1995,Bayside,-37.9208,144.9996,Southern Metropolitan,10579
Brighton,95 Cochrane St,4,h,3295888,S,Hodges,15-10-2016,11.2,3186,4,3,2,565,337,1990,Bayside,-37.8975,144.9991,Southern Metropolitan,10579
Brighton,6/138 New St,1,u,375000,S,hockingstuart,15-10-2016,11.2,3186,1,1,1,0,40,1965,Bayside,-37.9181,144.993,Southern Metropolitan,10579
Brighton,8/35 Normanby St,2,u,756000,S,Buxton,15-10-2016,11.2,3186,2,1,1,0,80,1920,Bayside,-37.9112,144.9909,Southern Metropolitan,10579
Brighton,2/61 Black St,2,u,800000,VB,hockingstuart,16-04-2016,11.2,3186,2,1,1,131,93.05,0,Bayside,-37.9164,145.0002,Southern Metropolitan,10579
Brighton,31 Orchard St,5,h,2100000,PI,Hodges,16-04-2016,11.2,3186,5,5,2,552,219,1920,Bayside,-37.9012,144.997,Southern Metropolitan,10579
Brighton,45 Black St,3,h,1500000,S,Nick,16-07-2016,11.2,3186,3,2,1,442,93.05,0,Bayside,-37.9158,144.9984,Southern Metropolitan,10579
Brighton,1/12 Burrows St,2,u,905500,S,Buxton,16-07-2016,11.2,3186,2,1,1,122,93.05,0,Bayside,-37.9188,144.9942,Southern Metropolitan,10579
Brighton,22 Champion St,3,h,2375000,S,HAR,17-09-2016,11.2,3186,4,2,2,547,302,2000,Bayside,-37.9271,145.0034,Southern Metropolitan,10579
Brighton,6 Hamilton St,3,h,2275000,S,Marshall,17-09-2016,11.2,3186,3,2,1,359,93.05,0,Bayside,-37.8965,145.0022,Southern Metropolitan,10579
Brighton,679 Hampton St,3,h,1385000,S,Buxton,17-09-2016,11.2,3186,3,1,2,426,120,1935,Bayside,-37.9254,145.0045,Southern Metropolitan,10579
Brighton,160 New St,2,h,1601000,S,RT,17-09-2016,11.2,3186,2,1,1,380,93.05,1958,Bayside,-37.9166,144.9926,Southern Metropolitan,10579
Brighton,89 South Rd,3,h,2020000,S,Nick,17-09-2016,11.2,3186,5,6,2,685,419,0,Bayside,-37.9284,144.9986,Southern Metropolitan,10579
Brighton,8 Southey St,3,t,1762000,S,Buxton,17-09-2016,11.2,3186,3,2,2,483,93.05,0,Bayside,-37.9075,145.0064,Southern Metropolitan,10579
Brighton,1A Baker St,3,h,2450000,S,Nick,18-03-2017,11.2,3186,3,3,2,482,93.05,0,Bayside,-37.912,144.9994,Southern Metropolitan,10579
Brighton,4/14 Brickwood St,2,u,858000,S,Marshall,18-03-2017,11.2,3186,2,1,1,107,75,1950,Bayside,-37.8958,144.9982,Southern Metropolitan,10579
Brighton,2/72 Dendy St,3,t,1427000,S,Marshall,18-03-2017,11.2,3186,3,2,1,313,93.05,0,Bayside,-37.9206,145,Southern Metropolitan,10579
Brighton,15 Loller St,3,t,2517500,SP,Marshall,18-03-2017,11.2,3186,3,3,2,311,93.05,0,Bayside,-37.9148,145.0009,Southern Metropolitan,10579
Brighton,12 May St,4,h,2800000,S,Biggin,18-03-2017,11.2,3186,4,2,4,569,229,1910,Bayside,-37.8962,145.0011,Southern Metropolitan,10579
Brighton,82 New St,5,h,3700000,VB,Kay,18-06-2016,11.2,3186,4,3,4,1572,305,1890,Bayside,-37.9233,144.9944,Southern Metropolitan,10579
Brighton,33 Burrows St,3,h,1410000,S,Buxton,19-11-2016,11.2,3186,3,1,1,375,93.05,1930,Bayside,-37.9175,144.9949,Southern Metropolitan,10579
Brighton,823 Hampton St,4,h,2475000,VB,Marshall,19-11-2016,11.2,3186,4,2,2,605,274,1920,Bayside,-37.916,145.0064,Southern Metropolitan,10579
